ein,legal_name,entity_type,tax_year,form_type,rich_filing_available,total_revenue,total_expenses,total_assets,total_liabilities,net_assets,source
742155975,SIGMA EPSILON OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,2011,990,true,722971,664396,1764199,1786623,-22424,PROPUBLICA_API
273674898,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2011,990EZ,true,172421,172421,563,0,563,PROPUBLICA_API
626074044,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2011,990N,false,,,,,,PROPUBLICA_API
741116922,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2011,990,true,788893,753529,108134,0,108134,PROPUBLICA_API
900652699,FIFTH DISTRICT OF OMEGA PSI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2011,990EZ,true,29282,27194,119736,0,119736,PROPUBLICA_API
746082351,DELTA TAU DELTA BUILDING ASSN,PROPERTY_HOLDING_ENTITY,2011,990,true,7706,14581,1271045,210897,1060148,PROPUBLICA_API
621793998,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2011,990,true,646680,612985,102746,0,102746,PROPUBLICA_API
742244833,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2011,990,true,266675,260877,21014,0,21014,PROPUBLICA_API
621218011,ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2011,990,true,163079,86805,318437,2802,315635,PROPUBLICA_API
362426170,GAMMA PHI BETA SORORITY INC,NATIONAL_PARENT,2011,990,true,3894251,3151042,11856359,4026315,7830044,PROPUBLICA_API
620671306,KAPPA ALPHA ORDER,UNKNOWN,2011,990N,false,,,,,,PROPUBLICA_API
263623864,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2011,990,true,128918,132623,33061,0,33061,PROPUBLICA_API
530261012,ZETA PHI BETA SORORITY INC,NATIONAL_PARENT,2011,990,true,3608093,3683913,3615330,2524113,1091217,PROPUBLICA_API
010158948,SIGMA KAPPA SORORITY,NATIONAL_PARENT,2011,990,true,2945686,2506195,2659311,629331,2029980,PROPUBLICA_API
621781729,ZETA PHI BETA SORORITY INC PI ZETA CHAPTER,LOCAL_CHAPTER_ENTITY,2011,990EZ,true,32076,23076,9000,0,9000,PROPUBLICA_API
621466616,BETA TAU HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,2011,990N,false,,,,,,PROPUBLICA_API
381543609,SIGMA ALPHA IOTA FRATERNITY,NATIONAL_PARENT,2011,990,true,820062,728857,497550,62326,435224,PROPUBLICA_API
310406470,PHI DELTA THETA FRATERNITY,NATIONAL_PARENT,2011,990,true,3422987,3029511,6713880,832636,5881244,PROPUBLICA_API
626047662,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2011,990EZ,true,137931,156785,33374,16488,16886,PROPUBLICA_API
231431779,KAPPA ALPHA PSI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,8320210,7650757,6272906,455407,5817499,PROPUBLICA_API
361996950,ZETA TAU ALPHA INTL FRATERNITY & FRATERNITY HOUSING CORPORATION,NATIONAL_PARENT,2011,990,true,11551988,9923078,36792861,5805462,30987399,PROPUBLICA_API
350141875,ALPHA CHI OMEGA FRATERNITY INC,NATIONAL_PARENT,2011,990,true,6070889,5597737,9535421,6015611,3519810,PROPUBLICA_API
210577978,THETA CHI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,2545113,2316676,3692804,149142,3543662,PROPUBLICA_API
382900287,PHI SIGMA RHO NATIONAL SORORITY,NATIONAL_PARENT,2011,990EZ,true,101497,124936,106875,1608,105267,PROPUBLICA_API
314164901,DELTA GAMMA FRATERNITY,NATIONAL_PARENT,2011,990,true,3769194,3039324,9300965,750776,8550189,PROPUBLICA_API
350459180,LAMBDA CHI ALPHA FRATERNITY INC,NATIONAL_PARENT,2011,990,true,4272353,4444524,3841156,1713787,2127369,PROPUBLICA_API
530125862,PHI GAMMA DELTA FRATERNITY,NATIONAL_PARENT,2011,990,true,3663391,3315560,10104695,153632,9951063,PROPUBLICA_API
362077508,ALPHA PHI INTERNATIONAL FRATERNITY INC,NATIONAL_PARENT,2011,990,true,5795223,5177625,9574857,572680,9002177,PROPUBLICA_API
430689936,SIGMA TAU GAMMA FRATERNITY,NATIONAL_PARENT,2011,990,true,1076162,1066053,751459,263116,488343,PROPUBLICA_API
361773950,SIGMA ALPHA EPSILON FRATERNITY,NATIONAL_PARENT,2011,990,true,5539647,5382947,4120178,1343456,2776722,PROPUBLICA_API
131714532,KAPPA SIGMA FRATERNITY,NATIONAL_PARENT,2011,990N,false,,,,,,PROPUBLICA_API
430769468,ALPHA EPSILON PI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,2837404,2675650,3850475,0,3850475,PROPUBLICA_API
580191430,CHI PHI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,1132401,1142222,881013,157107,723906,PROPUBLICA_API
440500006,KAPPA DELTA SORORITY INC,NATIONAL_PARENT,2011,990,true,6503877,2859224,30624865,4862393,25762472,PROPUBLICA_API
350267650,DELTA TAU DELTA FRATERNITY,NATIONAL_PARENT,2011,990,true,3715169,3188533,10066472,1193217,8873255,PROPUBLICA_API
362152330,ALPHA KAPPA ALPHA SORORITY INC,NATIONAL_PARENT,2011,990,true,14432994,13303405,30574744,6189850,24384894,PROPUBLICA_API
131496610,ZETA BETA TAU FRATERNITY,NATIONAL_PARENT,2011,990,true,1882097,1662903,1159577,349547,810030,PROPUBLICA_API
130604310,DELTA KAPPA EPSILON FRATERNITY,NATIONAL_PARENT,2011,990,true,1031216,925421,250092,163038,87054,PROPUBLICA_API
311353726,DELTA ZETA NATIONAL HOUSING CORPORATION,NATIONAL_PARENT,2011,990,true,2179655,1455049,15607253,5755811,9851442,PROPUBLICA_API
580310956,KAPPA ALPHA ORDER,NATIONAL_PARENT,2011,990,true,3126013,2769192,6662371,1654424,5007947,PROPUBLICA_API
361305568,KAPPA ALPHA THETA FRATERNITY,NATIONAL_PARENT,2011,990,true,5318529,4916131,28477417,19326010,9151407,PROPUBLICA_API
314359813,ALPHA SIGMA PHI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,1812155,1434738,1276763,479173,797590,PROPUBLICA_API
310406478,PHI KAPPA TAU FRATERNITY,NATIONAL_PARENT,2011,990N,false,,,,,,PROPUBLICA_API
314221880,KAPPA KAPPA GAMMA FRATERNITY INC,NATIONAL_PARENT,2011,990,true,4627288,4297621,7199951,865259,6334692,PROPUBLICA_API
580638489,ALPHA DELTA PI SORORITY,NATIONAL_PARENT,2011,990,true,4037816,3690738,6671441,274027,6397414,PROPUBLICA_API
310406478,PHI KAPPA TAU FRATERNITY,NATIONAL_PARENT,2011,990,true,1637529,1541696,2663084,1036042,1627042,PROPUBLICA_API
370152140,ALPHA TAU OMEGA FRATERNITY,NATIONAL_PARENT,2011,990,true,3259396,2826651,5060452,865733,4194719,PROPUBLICA_API
362374316,DELTA DELTA DELTA,NATIONAL_PARENT,2011,990,true,5235833,4720499,13560553,1027729,12532824,PROPUBLICA_API
530215218,DELTA SIGMA THETA SORORITY INC,NATIONAL_PARENT,2011,990,true,17949866,18263717,32253214,12697583,19555631,PROPUBLICA_API
361773960,SIGMA CHI FRATERNITY,NATIONAL_PARENT,2011,990,true,3312631,3315801,8539320,1187960,7351360,PROPUBLICA_API
230967790,PHI KAPPA SIGMA FRATERNITY GRAND CHAPTER,NATIONAL_PARENT,2011,990,true,501498,540320,1079367,62290,1017077,PROPUBLICA_API
620950113,ALPHA OMICRON PI FRATERNITY INC,NATIONAL_PARENT,2011,990,true,3942872,3733594,18660020,3814180,14845840,PROPUBLICA_API
840405009,DELTA SIGMA PHI FRATERNITY INC NATIONAL HEADQUARTERS,NATIONAL_PARENT,2011,990,true,2405290,2197238,1970242,792266,1177976,PROPUBLICA_API
540628798,SIGMA NU FRATERNITY INC,NATIONAL_PARENT,2011,990N,false,,,,,,PROPUBLICA_API
730654150,SIGMA SIGMA SIGMA INC,NATIONAL_PARENT,2011,990,true,3810974,2069360,3932271,361607,3570664,PROPUBLICA_API
431971836,DELTA PHI EPSILON SORORITY INC,NATIONAL_PARENT,2011,990,true,1080274,1233521,3047399,1811948,1235451,PROPUBLICA_API
540379370,SIGMA PHI EPSILON FRATERNITY INC,NATIONAL_PARENT,2011,990,true,10914518,9487642,46900100,32860635,14039465,PROPUBLICA_API
562163357,THETA NU XI MULTICULTURAL SORORITY INCORPORATED,NATIONAL_PARENT,2011,990EZ,true,165689,103684,182892,0,182892,PROPUBLICA_API
386089059,CHI PSI FRATERNITY,NATIONAL_PARENT,2011,990,true,914136,812700,2862774,858374,2004400,PROPUBLICA_API
251072670,ALPHA EPSILON PHI SORORITY INC,NATIONAL_PARENT,2011,990,true,964068,1037513,1489863,180395,1309468,PROPUBLICA_API
362024274,SIGMA DELTA TAU SOCIETY,NATIONAL_PARENT,2011,990,true,2138829,1333669,3071584,881270,2190314,PROPUBLICA_API
223530740,LAMBDA THETA ALPHA,NATIONAL_PARENT,2011,990,true,304768,231235,358661,144738,213923,PROPUBLICA_API
042200265,PHI KAPPA THETA FRATERNITY,NATIONAL_PARENT,2011,990,true,747802,732454,384589,210056,174533,PROPUBLICA_API
131368460,TAU EPSILON PHI FRATERNITY INC,NATIONAL_PARENT,2011,990EZ,true,194024,429353,52241,47373,4868,PROPUBLICA_API
350868356,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
593282583,PHI DELTA THETA CHAPTER HOUSE ASSOCIATION INC,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
630164075,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
631053272,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
636050290,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
640392826,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
560548249,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
636103404,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630188910,SIGMA DELTA TAU SOCIETY,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
380293927,SIGMA KAPPA CORPORATION,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
420467540,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
936036290,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630733120,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
636050218,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237114590,EPSILON CHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
621370853,GAMMA PHI BETA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630115520,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630188870,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630233975,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
631030493,PSI OF DELTA KAPPA EPSILON HOUSE CORPORATION OF UNIVERSITY ALABAMA,HOUSE_CORPORATION,2010,990,true,653128,520117,7727512,4717236,3010276,PROPUBLICA_API
566062593,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
593078421,KAPPA ALPHA HOUSING ASSOCIATION OF FLORIDA INC,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
380293670,ALPHA DELTA PHI PENINSULAR CHAPTER,PROPERTY_HOLDING_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
386068594,ALPHA DELTA PHI INTERNATIONAL INC,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
630164090,PHI KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
581648136,IOTA ALUMNI OF PI KAPPA PHI INC,ALUMNI_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
581793975,ZETA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2010,990,true,40907,0,366935,0,366935,PROPUBLICA_API
630056950,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
716061509,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
462071035,ALABAMA BETA CHAPTER OF THE SIGMA PHI EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,1587,10276,1,0,0,PROPUBLICA_API
710230717,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
710243898,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
636066478,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630289649,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
202472978,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,226738,230200,4019,0,4019,PROPUBLICA_API
581804021,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
630838676,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
631056750,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
320295070,PHI SIGMA KAPPA,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
593024291,SIGMA CHI FOUNDATION AT AUBURN UNIVERSITY INC,EDUCATIONAL_FOUNDATION,2010,990EZ,true,10798,14175,132865,0,132865,PROPUBLICA_API
630164590,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,205984,117338,111110,0,111110,PROPUBLICA_API
264795406,PHI THETA CHAPTER HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
200293448,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237091513,ALABAMA GAMMA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
636053862,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237044651,DELTA ZETA OF DELTA TAU INC,PROPERTY_HOLDING_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
596153391,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
593350147,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
591755953,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
590627917,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
590638774,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
203675713,CHI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
590657429,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
590628020,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
596141908,FLORIDA ALPHA ALUMNI OF SIGMA PHI EPSILON INC,ALUMNI_CORPORATION,2010,990EZ,true,187992,172774,620850,175427,445423,PROPUBLICA_API
580560996,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
592643047,FLORIDA DELTA OF PI BETA PHI HOUSE CORPORATION,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
581657154,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
581625992,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
586067925,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
581025461,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
582281629,ALPHA ETA EDUCATIONAL FOUNDATION OF ALPHA GAMMA RHO FRATERNITY INC,EDUCATIONAL_FOUNDATION,2010,990EZ,true,28133,21150,55072,0,55072,PROPUBLICA_API
911981486,GEORGIA DELTA OF SIGMA PHI EPSILON INC,UNKNOWN,2010,990,true,367000,379714,281,0,281,PROPUBLICA_API
580587177,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
581847110,DELTA BETA ALUMNI OF THETA CHI INC,ALUMNI_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
900526100,PHI KAPPA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,45129,41100,230379,62602,167777,PROPUBLICA_API
310909146,PHI KAPPA PSI-GEORGIA ALPHA CHAPTER,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,126864,131711,2680,0,2680,PROPUBLICA_API
586035098,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,116696,92004,1316488,566254,750234,PROPUBLICA_API
580590521,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
580591246,TAU EPSILON PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
580581459,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
580574987,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
580574873,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
610469791,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
610446350,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
616034813,EPSILON OMEGA OF KAPPA DELTA HOUSE,PROPERTY_HOLDING_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
310905748,LAMBDA ALPHA OF CHI OMEGA HOUSE CORPORATION INCORPORATED,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
616042960,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
611269807,DELTA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
610448235,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,194231,190868,4991,0,4991,PROPUBLICA_API
510164540,UPSILON KAPPA OF PHI GAMMA DELTA HOUSE CORP,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
616042959,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
610242405,KAPPA KAPPA GAMMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
720603683,DELTA KAPPA OF ZETA TAU ALPHA HOUSE CORPORATION,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
726021413,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
576025458,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
620495178,TENNESSEE KAPPA CHAPTER OF SIGMA ALPHA EPSILON,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237359145,SIGMA PI FRATERNITY HOUSING CORP,HOUSE_CORPORATION,2010,990,true,139009,143659,584621,460481,124140,PROPUBLICA_API
721023591,DELTA CHI HOUSE CORPORATION,HOUSE_CORPORATION,2010,990EZ,true,34025,36590,19165,0,19165,PROPUBLICA_API
556028175,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
720873120,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,70070,67356,25313,8093,17220,PROPUBLICA_API
320299158,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
620256693,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
626111214,KAPPA SIGMA FRATERNITY,PROPERTY_HOLDING_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
726032539,HOUSE CORPORATION OF DELTA TAU DELTA L S U INC,HOUSE_CORPORATION,2010,990EZ,true,1426,0,143523,0,143523,PROPUBLICA_API
726027982,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
720482627,PI KAPPA ALPHA FATERNITY,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
237069145,DELTA OMEGA HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
726027219,DELTA KAPPA HOUSE CORP KAPPA ALPHA THETA,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
726034315,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
720416943,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
726027878,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
430661687,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
436065825,SOCIETY OF BETA SIGMA PSI,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
640120597,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
203723722,MSU DELTA CHI ALUMNI ASSOCIATION INC,ALUMNI_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
640310946,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237279442,KAPPA ALPHA PSI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,39722,36944,101152,19213,81939,PROPUBLICA_API
640390595,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
436031386,DELTA XI BLDG CORP OF DELTA DELTA DELTA,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
431098570,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
430156640,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237432859,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
730580030,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
311128130,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,31949,26322,8110,0,8110,PROPUBLICA_API
730181175,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,186070,163400,46755,0,46755,PROPUBLICA_API
730589443,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,227449,210132,28500,2928,25572,PROPUBLICA_API
731440348,ALPHA PHI LUCY FINNERTY EDUCATIONAL FUND,UNKNOWN,2010,990PF,true,16375,8352,637066,0,637066,PROPUBLICA_API
736103379,BETA THETA PI CORPORATION OF OKLA,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
640330884,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
736103379,BETA THETA PI CORPORATION OF OKLA,UNKNOWN,2010,990EZ,true,94393,119746,283042,0,283042,PROPUBLICA_API
640307108,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
237432869,MISSISSIPPI GAMMA HOUSE ASSN OF SIGMA ALPHA EPSILON,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
640315254,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
576033523,KAPPA ALPHA ORDER,UNKNOWN,2010,990N,false,,,,,,PROPUBLICA_API
237128453,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2010,990EZ,true,75382,75406,429,0,429,PROPUBLICA_API
576033531,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
570742538,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
201554454,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
576034368,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
382900287,PHI SIGMA RHO NATIONAL SORORITY,NATIONAL_PARENT,2010,990N,false,,,,,,PROPUBLICA_API
576027420,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990,true,209152,220779,734,0,734,PROPUBLICA_API
626042374,DELTA SIGMA HOUSE CORPORATION OF DELTA DELTA DELTA,HOUSE_CORPORATION,2010,990N,false,,,,,,PROPUBLICA_API
741130603,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
311023916,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,2010,990N,false,,,,,,PROPUBLICA_API
